title,release_year,vote_average,popularity,genres,success
Alone With Her,2006,6.2,2.392367,"Crime, Drama, Romance, Thriller",0
Hostel: Part II,2007,5.6,8.916747,Horror,1
Surf's Up,2007,5.9,11.526339,"Animation, Comedy, Family",1
Fantastic 4: Rise of the Silver Surfer,2007,5.4,12.924254,"Adventure, Fantasy, Action, Thriller",1
Fido,2006,6.6,5.284805,"Romance, Comedy, Drama, Horror",0
Death Proof,2007,6.7,13.412137,"Action, Thriller",1
Robot Monster,1953,3.5,0.892476,Science Fiction,1
Rescue Dawn,2006,6.9,9.604564,"Adventure, Drama, War",0
The TV Set,2006,6.0,4.681832,Comedy,0
Swoon,1992,5.9,0.003013,Drama,1
Sicko,2007,7.3,6.766086,Documentary,1
Popular Music,2004,6.0,0.988777,"Comedy, Drama",1
A Mighty Heart,2007,6.7,16.770196,"Drama, Thriller",1
1408,2007,6.5,9.196884,"Horror, Thriller",1
Death at a Funeral,2007,6.9,8.832907,"Comedy, Drama",0
Live Free or Die Hard,2007,6.4,14.886039,"Action, Thriller",1
License to Wed,2007,5.3,7.102076,Comedy,1
Evan Almighty,2007,5.3,9.156877,"Fantasy, Comedy, Family",0
Transformers,2007,6.6,5.587707,"Adventure, Science Fiction, Action",1
Captivity,2007,4.4,8.687797,"Crime, Horror, Thriller",0
Harry Potter and the Order of the Phoenix,2007,7.4,21.3643,"Adventure, Fantasy, Family, Mystery",1
I Now Pronounce You Chuck & Larry,2007,5.8,6.645799,"Comedy, Romance",1
Stardust,2007,7.2,14.784525,"Adventure, Fantasy, Romance, Family",1
The Simpsons Movie,2007,6.9,14.302911,"Animation, Comedy, Family",1
I Know Who Killed Me,2007,4.0,4.961439,"Crime, Horror, Mystery, Thriller",0
No Reservations,2007,6.1,9.672317,Comedy,1
The Bourne Ultimatum,2007,7.3,18.173269,"Action, Drama, Mystery, Thriller",1
You Kill Me,2007,6.2,4.725299,"Comedy, Crime, Thriller, Romance",0
Superbad,2007,7.0,16.205105,Comedy,1
Rush Hour 3,2007,6.1,9.718111,"Action, Comedy, Crime, Thriller",1
The Last Legion,2007,5.0,8.920545,"Action, Adventure, Fantasy, War",0
Sydney White,2007,6.0,6.463883,Comedy,0
The Kingdom,2007,6.5,13.842333,"Thriller, Action, Drama",1
Daddy Day Camp,2007,4.4,5.414213,"Comedy, Family",1
The Invasion,2007,5.7,5.228837,"Science Fiction, Thriller",0
War,2007,6.0,12.077833,"Action, Thriller, Crime",1
The Nanny Diaries,2007,6.1,6.764056,"Comedy, Drama, Romance",1
Halloween,2007,5.9,11.607678,Horror,1
Death Sentence,2007,6.4,6.612175,"Action, Crime, Drama, Thriller",0
The Good Night,2007,5.7,8.031164,"Comedy, Drama, Romance, Fantasy, Music",0
3:10 to Yuma,2007,6.9,18.079094,Western,1
Shoot 'Em Up,2007,6.3,7.259086,"Action, Thriller, Comedy, Crime",0
Atonement,2007,7.4,8.913338,"Drama, Romance",1
"4 Months, 3 Weeks and 2 Days",2007,7.4,9.990406,Drama,1
No End in Sight,2007,7.3,1.987795,Documentary,0
The Brave One,2007,6.4,11.8027,"Crime, Drama, Thriller",0
In the Valley of Elah,2007,6.6,9.604552,"History, Drama, Thriller, Crime, Mystery",1
Rang De Basanti,2006,7.2,4.102052,Drama,1
I Could Never Be Your Woman,2007,5.7,11.414893,"Comedy, Drama, Romance",0
December Boys,2007,6.2,4.661689,"Drama, Romance",0
Eastern Promises,2007,7.2,9.897909,"Thriller, Crime, Mystery",1
Brooklyn Rules,2007,5.8,2.942202,"Drama, Action, Thriller",0
The Death and Life of Bobby Z,2007,5.8,10.77166,"Drama, Action, Thriller, Crime",0
Resident Evil: Extinction,2007,6.1,3.009134,"Horror, Action, Science Fiction",1
Good Luck Chuck,2007,5.6,7.456047,Comedy,1
Into the Wild,2007,7.8,15.423538,"Adventure, Drama",1
The Game Plan,2007,6.0,9.627676,"Comedy, Family",1
The Heartbreak Kid,2007,5.7,9.149612,Comedy,1
Dan in Real Life,2007,6.5,8.936547,"Comedy, Romance, Drama",1
The Darjeeling Limited,2007,7.1,6.493474,"Adventure, Drama, Comedy",1
We Own the Night,2007,6.5,7.572144,"Drama, Crime, Thriller",1
Elizabeth: The Golden Age,2007,6.6,7.608243,"Drama, History, Romance",1
Michael Clayton,2007,6.6,7.857078,"Drama, Mystery, Crime",1
Lars and the Real Girl,2007,7.1,8.025118,"Comedy, Romance, Drama",0
30 Days of Night,2007,6.2,8.764548,"Horror, Thriller",1
Rendition,2007,6.2,13.482558,"Drama, Thriller",0
Things We Lost in the Fire,2007,6.7,11.446274,Drama,0
Gone Baby Gone,2007,7.2,6.148516,"Crime, Drama, Mystery",1
The Assassination of Jesse James by the Coward Robert Ford,2007,7.0,10.111313,"Action, Drama, Western",0
10th & Wolf,2006,6.3,3.034823,"Action, Crime, Drama, Mystery, Thriller",0
The Edge of Heaven,2007,6.6,10.083019,Drama,1
Why Did I Get Married?,2007,6.1,2.016044,"Comedy, Drama",1
Saw IV,2007,5.9,12.233863,"Horror, Thriller, Crime",1
American Gangster,2007,7.4,9.644542,"Drama, Crime",1
Bee Movie,2007,5.7,8.774374,"Family, Animation, Adventure, Comedy",1
Before the Devil Knows You're Dead,2007,6.9,9.309967,"Crime, Drama, Thriller",1
The Diving Bell and the Butterfly,2007,7.5,11.090265,Drama,1
No Country for Old Men,2007,7.7,15.565484,"Crime, Drama, Thriller",1
Itty Bitty Titty Committee,2007,6.0,1.833892,Comedy,0
August Rush,2007,7.2,8.874048,"Family, Drama, Music",1
No Mercy for the Rude,2006,6.8,1.486349,"Action, Comedy",1
Lions for Lambs,2007,6.0,5.80986,"Action, Adventure, Drama, History",1
Fred Claus,2007,5.5,5.502098,"Action, Comedy, Drama",0
Beowulf,2007,5.5,9.951195,"Adventure, Action, Animation",1
Love in the Time of Cholera,2007,6.5,5.20735,"Drama, Romance",0
Southland Tales,2006,5.2,6.242588,"Comedy, Science Fiction, Thriller",0
12,2007,6.6,6.975759,"Crime, Drama",1
The Mist,2007,6.7,8.435642,"Science Fiction, Horror, Thriller",1
Enchanted,2007,6.6,11.447798,"Comedy, Family, Fantasy, Romance",1
Hitman,2007,5.9,13.765241,"Action, Crime, Drama, Thriller",1
P2,2007,5.7,9.276709,"Horror, Thriller",0
Om Shanti Om,2007,7.2,4.384156,"Comedy, Drama, Romance",1
Awake,2007,6.3,7.076062,"Thriller, Crime, Mystery",0
The Golden Compass,2007,5.8,11.481379,"Adventure, Fantasy",1
I Am Legend,2007,6.9,11.379355,"Drama, Horror, Action, Thriller, Science Fiction",1
Alvin and the Chipmunks,2007,5.5,11.805233,"Comedy, Music, Family, Fantasy, Animation",1
I'm Not There.,2007,6.6,9.351557,"Drama, Music",0
Juno,2007,7.0,11.791591,"Comedy, Drama, Romance",1
My Blueberry Nights,2007,6.1,11.119593,"Drama, Romance",1
Redacted,2007,6.2,3.494388,"Drama, War",0
The Treatment,2006,6.0,2.78291,"Comedy, Drama, Romance",0
Journey from the Fall,2006,5.0,0.044561,Drama,0
The Bucket List,2007,7.0,9.070643,"Drama, Comedy",1
The Kite Runner,2007,7.3,5.970067,Drama,1
Sweeney Todd: The Demon Barber of Fleet Street,2007,7.0,10.038401,"Drama, Horror, Music",1
National Treasure: Book of Secrets,2007,6.1,12.854373,"Action, Adventure, Mystery, Thriller",1
There Will Be Blood,2007,7.9,8.200627,Drama,1
Charlie Wilson's War,2007,6.5,9.979162,"Comedy, Drama, History",1
Aliens vs Predator: Requiem,2007,4.9,10.793324,"Fantasy, Action, Science Fiction, Thriller, Horror",1
Walk Hard: The Dewey Cox Story,2007,6.6,7.219935,"Comedy, Music",0
The Great Debaters,2007,6.9,8.735448,Drama,1
The Water Horse,2007,6.3,5.083211,"Fantasy, Adventure, Family",1
P.S. I Love You,2007,7.0,10.304881,"Drama, Romance",1
27 Dresses,2008,6.1,10.342202,"Comedy, Romance",1
Taare Zameen Par,2007,7.7,6.093304,Drama,1
Dragon Wars: D-War,2007,4.0,6.280906,"Fantasy, Drama, Horror, Action, Thriller, Science Fiction",0
[REC],2007,7.1,8.504511,"Horror, Mystery",1
Flawless,2007,6.6,6.496913,"Crime, Drama, Thriller",0
Cloverfield,2008,6.4,12.868098,"Action, Thriller, Science Fiction",1
Untraceable,2008,5.9,7.85217,Drama,0
Rambo,2008,6.4,9.91556,"Action, Thriller",1
Meet the Spartans,2008,3.8,6.416753,Comedy,1
The Eye,2008,5.5,8.233662,"Drama, Horror, Thriller",1
The Signal,2007,5.9,11.329733,"Action, Thriller, Horror, Science Fiction",1
Hellboy II: The Golden Army,2008,6.5,11.928661,"Adventure, Fantasy, Science Fiction",1
In Bruges,2008,7.4,9.895652,"Comedy, Drama, Crime",1
Bamako,2006,6.4,0.367324,Drama,0
Dark Angel,1990,5.5,7.958502,"Action, Thriller, Science Fiction, Crime, Horror",1
Welcome Home Roscoe Jenkins,2008,5.7,4.386145,"Comedy, Drama",1
Fool's Gold,2008,5.4,9.4548,"Romance, Comedy, Adventure",1
U2 3D,2007,6.7,0.900864,"Music, Documentary",1
Jumper,2008,5.9,11.03897,"Adventure, Fantasy, Science Fiction",1
Vantage Point,2008,6.3,7.001645,"Drama, Action, Thriller, Crime",1
The Spiderwick Chronicles,2008,6.3,11.133784,"Adventure, Family, Fantasy",1
Step Up 2: The Streets,2008,6.5,7.667579,"Music, Drama, Romance",1
Jodhaa Akbar,2008,7.6,12.237488,"Action, Adventure, Drama, History, Romance",1
"Run, Fatboy, Run",2007,6.2,11.840495,"Comedy, Romance",1
Taxi to the Dark Side,2007,6.6,6.415898,Documentary,0
"10,000 BC",2008,5.1,13.99377,"Adventure, Action, Drama, Fantasy",1
The Bank Job,2008,6.6,8.732701,"Thriller, Crime, Drama",1
Doomsday,2008,5.8,13.436536,"Action, Thriller, Science Fiction",0
Horton Hears a Who!,2008,6.3,8.326699,"Animation, Comedy, Family, Adventure, Fantasy",1
Funny Games,2007,6.3,6.841586,"Horror, Thriller, Crime",0
Mongol: The Rise of Genghis Khan,2007,6.5,6.375447,History,1
The Love Guru,2008,4.3,6.258666,"Comedy, Romance",0
Diary of the Dead,2007,5.4,12.001324,"Horror, Action, Science Fiction",1
Hallam Foe,2007,6.8,8.762536,"Drama, Comedy, Thriller",0
Justice League: The New Frontier,2008,6.6,7.031719,"Action, Adventure, Animation, Science Fiction",1
What Just Happened,2008,5.2,10.510245,"Comedy, Drama",0
Return of the Living Dead 3,1993,5.9,9.796755,"Comedy, Science Fiction, Romance, Horror",0
The Dark Knight,2008,8.3,123.167259,"Drama, Action, Crime, Thriller",1
Quiet City,2007,6.6,0.404753,"Drama, Romance",1
Never Back Down,2008,6.5,14.753931,"Drama, Action",1
Alatriste,2006,5.6,5.035414,Action,0
Joysticks,1983,5.2,2.290725,Comedy,1
21,2008,6.5,8.33756,"Drama, Crime",1
Smart People,2008,5.8,3.756539,"Comedy, Drama, Romance",1
Leatherheads,2008,5.7,9.37102,"Comedy, Romance, Drama",0
Assembly,2007,7.1,7.404835,"Action, History",1
Pirates,1986,6.2,3.916952,"Adventure, Comedy",0
Stop-Loss,2008,6.1,5.430566,"Drama, War",0
Julia,2008,7.2,2.002032,Drama,0
Nim's Island,2008,5.6,7.558125,"Adventure, Comedy, Family, Fantasy",1
Forgetting Sarah Marshall,2008,6.4,15.106676,"Comedy, Romance, Drama",1
Superhero Movie,2008,4.9,7.876483,"Action, Comedy, Science Fiction",0
Street Kings,2008,6.3,13.246795,"Action, Crime, Drama, Thriller",1
Harold & Kumar Escape from Guantanamo Bay,2008,6.2,13.065315,"Comedy, Adventure",1
Speed Racer,2008,5.7,7.134168,"Action, Family, Science Fiction",0
The Forbidden Kingdom,2008,6.3,6.997601,"Action, Adventure, Fantasy",1
Virgin Territory,2007,4.3,6.100498,"Adventure, Action, Comedy, Romance",0
Son of Rambow,2007,6.7,7.391932,Comedy,1
Deception,2008,5.7,7.720729,Thriller,0
Baby Mama,2008,5.8,10.901355,Comedy,1
Expelled: No Intelligence Allowed,2008,4.1,1.787297,Documentary,1
Iron Man,2008,7.4,22.073099,"Action, Science Fiction, Adventure",1
Made of Honor,2008,6.0,6.417385,"Comedy, Romance",1
"The Bread, My Sweet",2001,5.0,0.958152,"Drama, Romance",1
Taken,2008,7.2,16.367481,"Action, Thriller",1
Stargate: The Ark of Truth,2008,6.9,9.218164,"Adventure, Science Fiction",1
Meet Bill,2007,5.9,6.226054,"Comedy, Drama, Romance",0
What Happens in Vegas,2008,5.8,10.054226,"Comedy, Romance",1
The Chronicles of Narnia: Prince Caspian,2008,6.3,12.490891,"Adventure, Family, Fantasy",1
"War, Inc.",2008,5.6,4.800426,"Action, Adventure, Comedy, Thriller",0
Indiana Jones and the Kingdom of the Crystal Skull,2008,5.7,12.577266,"Adventure, Action",1
Sex and the City,2008,6.0,9.170332,"Comedy, Drama, Romance",1
The Strangers,2008,6.0,8.845536,"Thriller, Horror, Mystery",1
Kung Fu Panda,2008,6.9,16.897541,"Adventure, Animation, Family, Comedy",1
You Don't Mess with the Zohan,2008,5.5,13.116461,"Comedy, Action",1
My Brother Is an Only Child,2007,6.7,4.391819,Comedy,1
Doctor Who,1996,6.0,5.147819,"TV Movie, Adventure, Drama, Science Fiction",1
The Happening,2008,4.9,6.22229,"Thriller, Science Fiction",1
The Incredible Hulk,2008,6.1,19.125537,"Science Fiction, Action, Adventure",1
The Children of Huang Shi,2008,6.5,14.622493,"Drama, War",0
WALL·E,2008,7.8,16.088366,"Animation, Family",1
Wanted,2008,6.4,12.457896,"Action, Thriller, Crime",1
Hancock,2008,6.2,11.017324,"Fantasy, Action",1
Boy Culture,2007,6.0,2.317528,"Drama, Romance",0
Get Smart,2008,6.0,11.35779,"Action, Comedy, Thriller",1
West of Zanzibar,1928,6.2,0.722511,"Drama, Mystery",1
The Unholy Three,1925,5.8,1.345287,"Crime, Drama, Romance",1
The Wackness,2008,6.2,5.598338,Drama,0
Mamma Mia!,2008,6.4,10.534437,"Comedy, Romance",1
Welcome to the Sticks,2008,6.7,7.250134,Comedy,1
Katyn,2007,6.7,4.230046,"Drama, History, War",1
Journey to the Center of the Earth,2008,5.8,10.419974,"Action, Science Fiction, Adventure, Comedy, Family",1
Meet Dave,2008,5.1,11.542926,"Comedy, Science Fiction, Adventure, Family",0
Death Defying Acts,2007,5.5,4.522772,"Drama, Romance",0
Death Note,2006,6.8,9.570657,"Fantasy, Mystery, Thriller",1
Transsiberian,2008,6.5,12.497651,"Thriller, Crime, Mystery",0
Space Chimps,2008,5.1,6.212702,"Animation, Family",1
Watchmen,2009,7.0,16.551503,"Action, Mystery, Science Fiction",1
Step Brothers,2008,6.5,8.579638,Comedy,1
Brideshead Revisited,2008,6.2,11.069679,"Drama, Romance",0
The X Files: I Want to Believe,2008,5.5,9.863584,"Drama, Mystery, Science Fiction, Thriller",1
The Tracey Fragments,2007,5.9,2.819298,Drama,0
The Mummy: Tomb of the Dragon Emperor,2008,5.2,14.250227,"Adventure, Action, Fantasy",1
Swing Vote,2008,5.8,5.204249,"Drama, Comedy",0
The Midnight Meat Train,2008,6.0,13.389735,"Mystery, Drama, Crime, Thriller, Horror",0
Bottle Shock,2008,6.6,3.334353,"Comedy, Drama",0
Vicky Cristina Barcelona,2008,6.7,9.648539,"Drama, Romance",1
Pineapple Express,2008,6.6,8.461369,"Action, Comedy",1
Red Cliff,2008,7.1,11.867516,"Adventure, Drama, Action",1
The Sisterhood of the Traveling Pants 2,2008,6.1,4.631978,"Adventure, Comedy, Drama, Family",1
Elegy,2008,6.4,6.829658,"Drama, Romance",1
Tropic Thunder,2008,6.5,8.980941,"Action, Comedy",1
Star Wars: The Clone Wars,2008,5.8,8.524857,"Thriller, Animation, Action, Science Fiction, Adventure, Fantasy",1
Mutant Chronicles,2008,5.1,6.603748,"Action, Adventure, Horror, Science Fiction",0
Waltz with Bashir,2008,7.8,7.636625,"Drama, Animation, War",1
Let the Right One In,2008,7.5,7.274237,"Horror, Drama",1
Death Race,2008,6.0,13.53003,"Action, Thriller, Science Fiction",1
The House Bunny,2008,5.6,9.920106,"Romance, Comedy",1
The Rocker,2008,5.6,9.469873,"Comedy, Music",0
Mirrors,2008,6.0,8.612618,"Horror, Mystery, Thriller",1
Sukiyaki Western Django,2007,6.3,9.239882,"Adventure, Action, Comedy, Western, Thriller",0
Burn After Reading,2008,6.5,13.206799,"Comedy, Drama",1
Disaster Movie,2008,3.1,11.634132,"Action, Comedy",0
Babylon A.D.,2008,5.4,9.273808,"Action, Adventure, Science Fiction, Thriller",1
Traitor,2008,6.6,7.859606,"Drama, Action, Thriller, Crime",1
College,2008,4.8,10.36168,Comedy,0
The Women,2008,4.6,6.62363,"Comedy, Drama, Romance",1
The Mother of Tears,2007,4.1,34.145916,Horror,0
The Spirit,2008,4.7,5.762005,"Action, Comedy, Thriller, Crime, Science Fiction",0
Bangkok Dangerous,2008,5.0,6.576009,"Action, Crime, Thriller",0
The Foot Fist Way,2006,6.0,2.066141,Comedy,1
Righteous Kill,2008,5.9,7.094624,"Action, Crime, Drama, Thriller",1
Lakeview Terrace,2008,5.9,13.857624,"Drama, Crime, Thriller",1
To Rob a Thief,2007,6.0,1.02071,"Action, Adventure, Comedy, Foreign",0
Appaloosa,2008,6.3,12.392754,"Drama, Western, Crime",1
Miracle at St. Anna,2008,6.3,11.221186,"Drama, War",0
Eagle Eye,2008,6.3,14.324875,"Mystery, Thriller, Action",1
How to Lose Friends & Alienate People,2008,6.2,11.981531,"Comedy, Romance, Drama",0
Nick and Norah's Infinite Playlist,2008,6.4,12.992176,"Comedy, Music, Romance",1
"The Tulse Luper Suitcases, Part 1: The Moab Story",2003,7.8,0.524432,"War, Drama, History, Adventure, Romance, Thriller",0
Body of Lies,2008,6.5,12.886125,"Action, Drama, Thriller",1
City of Ember,2008,6.2,8.061467,"Adventure, Family, Fantasy",0
"20,000 Leagues Under the Sea",1916,6.0,0.917777,"Adventure, Drama, Action, Science Fiction",1
Max Payne,2008,5.2,10.08043,Action,1
Zack and Miri Make a Porno,2008,6.1,6.449332,Comedy,1
W.,2008,6.0,8.937049,"Drama, History",1
My Best Friend's Girl,2008,5.4,14.114136,"Romance, Comedy",1
The Secret Life of Bees,2008,7.4,6.390463,Adventure,1
An American Carol,2008,4.1,2.151159,"Comedy, Fantasy",0
The Wave,2008,7.5,6.010332,"Drama, Thriller",1
Quarantine,2008,5.6,6.140116,"Horror, Science Fiction, Thriller",1
Pride and Glory,2008,6.3,5.844016,"Thriller, Crime, Drama",1
The Express,2008,7.1,4.929912,Drama,0
RockNRolla,2008,6.9,7.263988,"Action, Crime, Thriller",1
Madagascar: Escape 2 Africa,2008,6.2,12.668733,"Family, Animation",1
Admiral,2008,6.8,3.462653,"Drama, War, History",1
Blindness,2008,6.4,7.462378,"Drama, Mystery, Science Fiction, Thriller",0
Changeling,2008,7.3,11.672394,"Crime, Drama, Mystery",1
The Road,2009,6.8,14.958098,"Adventure, Drama",0
Slumdog Millionaire,2008,7.6,11.258181,"Drama, Romance",1
Quantum of Solace,2008,6.1,13.67812,"Adventure, Action, Thriller, Crime",1
Role Models,2008,6.4,7.646215,Comedy,1
JCVD,2008,6.6,6.670933,"Drama, Action, Comedy, Crime",0
Saw V,2008,6.0,10.165499,"Horror, Thriller, Crime",1
Sex Drive,2008,6.0,9.106146,"Comedy, Adventure, Romance",0
While She Was Out,2008,4.8,9.002146,"Action, Adventure, Drama, Horror, Thriller",0
Beverly Hills Chihuahua,2008,4.9,9.569765,"Adventure, Comedy, Family",1
Australia,2008,6.3,9.566135,Drama,0
Bolt,2008,6.3,15.580915,"Animation, Family, Adventure, Comedy",1
Milk,2008,7.1,10.680121,"History, Drama",1
Twilight,2008,5.8,31.282029,"Adventure, Fantasy, Drama, Romance",1
Transporter 3,2008,5.9,9.296824,"Action, Adventure, Thriller, Crime",1
Four Christmases,2008,5.3,7.210383,"Comedy, Romance, Drama",1
The Boy in the Striped Pyjamas,2008,7.7,8.912738,"War, Drama",1
Surveillance,2008,6.0,6.804406,"Horror, Thriller, Mystery",0
Fireproof,2008,7.0,5.329195,Drama,1
Igor,2008,5.6,9.369432,"Animation, Comedy, Family, Fantasy",1
Punisher: War Zone,2008,5.6,8.333526,"Action, Crime",0
The Day the Earth Stood Still,2008,5.2,9.265322,"Drama, Science Fiction, Thriller",1
Doubt,2008,7.0,9.278263,"Drama, Mystery",1
Gran Torino,2008,7.8,14.794228,Drama,1
The Reader,2008,7.2,7.931732,"Drama, Romance",1
Seven Pounds,2008,7.5,21.708267,Drama,1
The Wrestler,2008,7.3,7.903956,"Drama, Romance",1
The Curious Case of Benjamin Button,2008,7.3,17.934821,"Fantasy, Drama, Thriller, Mystery, Romance",1
Yes Man,2008,6.4,9.756289,Comedy,1
Valkyrie,2008,6.7,8.635464,"Drama, Thriller, History, War",1
Bedtime Stories,2008,5.9,10.739419,"Fantasy, Comedy, Family, Romance",1
Choke,2008,6.0,7.589546,"Comedy, Drama",1
Revolutionary Road,2008,6.8,12.265867,"Drama, Romance",1
"Surfer, Dude",2008,4.7,2.023166,Comedy,0
Nobel Son,2007,6.4,2.420823,"Comedy, Crime, Drama, Thriller",0
Wild Child,2008,6.4,10.420849,Comedy,1
Defiance,2008,6.7,13.990891,"Action, Drama, History, War",1
Marley & Me,2008,6.9,9.729748,"Comedy, Family",1
Ponyo,2008,7.5,8.470945,"Animation, Family",1
Ip Man,2008,7.5,6.004257,"Drama, Action, History",1
Passengers,2008,5.7,6.274736,"Drama, Mystery, Thriller, Romance",0
The Tale of Despereaux,2008,5.8,12.364579,"Adventure, Animation, Family",0
Bride Wars,2009,5.9,8.33501,Comedy,1
My Bloody Valentine,2009,5.3,5.245883,"Mystery, Horror",1
Battle in Seattle,2007,6.3,4.518646,"Action, Drama",0
Timecrimes,2007,7.0,8.623982,"Science Fiction, Thriller",0
Underworld: Rise of the Lycans,2009,6.2,11.654958,"Fantasy, Action, Adventure, Science Fiction, Thriller",1
Inkheart,2008,6.0,13.570926,"Adventure, Family, Fantasy",0
The Lazarus Project,2008,6.0,11.387338,"Drama, Thriller",0
Paul Blart: Mall Cop,2009,5.2,13.003122,"Action, Adventure, Comedy, Family",1
The Unborn,2009,4.8,7.108555,"Horror, Thriller, Mystery",1
Outlander,2008,6.1,14.611182,"Fantasy, Action, Science Fiction",0
Go Go Tales,2007,5.4,4.382184,"Comedy, Drama",0
The Grudge 3,2009,5.3,10.510468,"Mystery, Horror, Thriller",1
Coraline,2009,7.3,16.639915,"Animation, Family",1
Push,2009,5.9,11.596222,Action,1
The International,2009,6.0,6.583609,"Drama, Thriller, Crime",1
Two Lovers,2008,6.6,8.032616,"Drama, Romance",0
He's Just Not That Into You,2009,6.2,8.376094,"Comedy, Romance, Drama",1
Hotel for Dogs,2009,5.7,6.317992,"Comedy, Family",1
My Name Is Bruce,2007,5.9,8.708789,"Comedy, Horror",0
Funny People,2009,5.6,9.900376,"Comedy, Drama",0
Street Fighter: The Legend of Chun-Li,2009,3.9,6.660188,"Action, Adventure, Science Fiction, Thriller",0
Away We Go,2009,6.7,6.590093,"Drama, Comedy, Romance",0
Il Divo,2008,7.5,7.728333,Drama,1
Paris,2008,6.5,4.249948,Drama,1
Friday the 13th,2009,5.7,14.20229,Horror,1
Rock-A-Doodle,1991,5.3,3.602031,"Comedy, Family, Animation, Fantasy, Music",0
Dr. Horrible's Sing-Along Blog,2008,7.8,8.927994,"Adventure, Action, Comedy, Science Fiction, Music",0
"I Love You, Man",2009,6.5,12.929653,Comedy,1
Duplicity,2009,5.7,9.097953,"Romance, Comedy, Crime",0
Knowing,2009,5.9,9.806904,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",1
Ong Bak 2,2008,5.9,8.553506,"Adventure, Action, Thriller",1
The Girl with the Dragon Tattoo,2009,7.4,9.858687,"Drama, Thriller, Crime, Mystery",1
Sunshine Cleaning,2008,6.5,9.098119,"Comedy, Drama",1
