title,release_year,budget,revenue,runtime,vote_average,vote_count,popularity,genres,success
Prince of Darkness,1987,3000000.0,14182492.0,101.0,6.6,192.0,8.587231,Horror,1
Prison,1988,1300000.0,354704.0,102.0,6.7,27.0,11.582419,"Crime, Drama, Horror, Thriller",0
Kiki's Delivery Service,1989,6900000.0,18172849.0,103.0,7.6,768.0,12.220581,"Animation, Adventure, Drama, Fantasy",1
Cry-Baby,1990,11000000.0,8266343.0,85.0,6.4,289.0,8.290384,"Comedy, Music",0
Frankenhooker,1990,2500000.0,205068.0,85.0,5.7,65.0,5.097791,"Comedy, Horror, Science Fiction",0
Hard to Kill,1990,10000000.0,47410000.0,96.0,5.6,141.0,7.176601,"Action, Thriller",1
Havana,1990,40000000.0,9243140.0,144.0,5.5,20.0,10.10753,"Drama, Romance",0
Lionheart,1990,6000000.0,24078196.0,105.0,5.9,179.0,4.619068,"Action, Thriller",1
Closet Land,1991,4000000.0,259012.0,94.0,6.6,11.0,1.456755,Drama,0
Dutch,1991,17000000.0,4603929.0,107.0,6.4,66.0,8.237799,Comedy,0
Mannequin Two: On the Move,1991,13000000.0,3752426.0,95.0,4.6,28.0,2.62835,"Fantasy, Comedy, Science Fiction, Romance",0
Out for Justice,1991,14000000.0,39673161.0,91.0,5.9,113.0,6.892056,"Action, Thriller, Crime",1
Diggstown,1992,17000000.0,4836637.0,98.0,6.5,31.0,3.622179,"Action, Comedy, Drama",0
Fortress,1992,8000000.0,6739141.0,95.0,5.7,171.0,5.970749,"Action, Thriller, Science Fiction",0
Josh and S.A.M.,1993,18000000.0,1528163.0,96.0,5.0,4.0,0.768367,"Adventure, Action, Comedy",0
Philadelphia Experiment II,1993,5000000.0,2970.0,97.0,5.0,15.0,1.155075,Science Fiction,0
Beowulf,1999,20000000.0,1531251.0,95.0,4.4,52.0,7.745765,"Action, Science Fiction, Thriller, Adventure, Horror, Fantasy",0
A Place Called Chiapas,1998,891000.0,229000.0,89.0,6.9,5.0,0.179246,Documentary,0
Dil Se..,1998,5200000.0,13000000.0,163.0,6.7,29.0,1.891138,"Drama, Romance",1
Kuch Kuch Hota Hai,1998,1530000.0,15306000.0,185.0,7.5,93.0,6.441119,"Drama, Romance",1
2046,2004,12000000.0,19271312.0,129.0,6.9,208.0,7.157169,"Fantasy, Drama, Science Fiction, Romance",1
The Accidental Spy,2001,25697387.0,3849941.0,87.0,5.9,120.0,3.136813,"Action, Comedy, Thriller",0
Dil Chahta Hai,2001,2079000.0,4099000.0,183.0,7.1,71.0,4.558793,"Drama, Romance",1
Sympathy for Mr. Vengeance,2002,4000000.0,1954937.0,121.0,7.3,302.0,6.314697,"Action, Drama, Thriller",0
A Sound of Thunder,2005,80000000.0,5989640.0,110.0,4.8,111.0,4.980191,"Thriller, Science Fiction, Adventure, Action",0
Lemony Snicket's A Series of Unfortunate Events,2004,140000000.0,209073645.0,108.0,6.7,1521.0,12.817945,"Adventure, Comedy, Family",1
In My Country,2004,12000000.0,163536.0,103.0,7.1,7.0,1.14196,"Romance, Drama",0
The Twilight Samurai,2002,5000000.0,7338987.0,129.0,7.5,95.0,4.281103,"Action, Drama, Romance",1
Foolproof,2003,8256269.0,460978.0,97.0,6.3,49.0,7.474007,Action,0
Oldboy,2003,3000000.0,14980005.0,120.0,8.0,2000.0,10.616859,"Drama, Thriller, Mystery, Action",1
The Jacket,2005,29000000.0,21126225.0,103.0,6.8,459.0,12.092096,"Drama, Mystery, Thriller, Fantasy",0
The Sea Inside,2004,12806000.0,38535221.0,125.0,7.2,224.0,14.69768,Drama,1
Spanglish,2004,80000000.0,55041367.0,130.0,5.8,375.0,11.202764,Comedy,0
The Interpreter,2005,80000000.0,162944923.0,128.0,6.2,400.0,12.047671,"Crime, Thriller",1
Open Water,2004,130000.0,54667954.0,79.0,5.3,320.0,10.652818,"Drama, Thriller",1
Layer Cake,2004,6500000.0,11850214.0,105.0,7.0,565.0,9.642214,"Drama, Thriller, Crime",1
Flight of the Phoenix,2004,45000000.0,21009180.0,113.0,5.7,282.0,15.434731,"Action, Adventure, Drama, Thriller",0
Mean Creek,2004,500000.0,603943.0,90.0,6.9,110.0,12.428269,"Crime, Drama",1
The Ring Two,2005,50000000.0,161451538.0,110.0,5.5,646.0,16.15818,"Drama, Horror, Thriller",1
The Visual Bible: The Gospel of John,2003,10000000.0,4069090.0,125.0,8.2,12.0,1.551648,"Drama, History",0
Bummer,2003,700000.0,1600000.0,110.0,6.0,18.0,1.400186,"Action, Crime",1
She Hate Me,2004,8000000.0,365134.0,138.0,5.1,29.0,5.126696,"Comedy, Drama",0
Born into Brothels,2004,350000.0,3515061.0,85.0,6.7,61.0,2.96237,Documentary,1
Riding Giants,2004,2600000.0,3166000.0,105.0,7.6,23.0,2.203949,Documentary,1
A Scanner Darkly,2006,8700000.0,7659918.0,100.0,6.8,540.0,11.643026,"Animation, Science Fiction, Thriller",0
Casshern,2004,6000000.0,1530216.0,141.0,5.7,74.0,4.664474,"Drama, Horror, Science Fiction",0
Million Dollar Baby,2004,30000000.0,216763646.0,132.0,7.7,2519.0,14.471373,Drama,1
Hotel Rwanda,2004,17500000.0,38000000.0,121.0,7.5,805.0,10.262332,"Drama, History, War",1
Charlie and the Chocolate Factory,2005,150000000.0,474968763.0,115.0,6.7,3759.0,22.038405,"Adventure, Comedy, Family, Fantasy",1
The Life Aquatic with Steve Zissou,2004,50000000.0,34808403.0,119.0,7.1,781.0,6.936677,"Adventure, Comedy, Drama",0
The Aviator,2004,116000000.0,102000000.0,170.0,7.0,1526.0,9.86738,Drama,0
The Phantom of the Opera,2004,70000000.0,154648887.0,143.0,7.0,448.0,7.682562,"Music, Thriller, Drama, Romance",1
Meet the Fockers,2004,80000000.0,516642939.0,115.0,6.1,1412.0,11.876386,"Comedy, Romance",1
White Noise,2005,10000000.0,91196419.0,101.0,5.6,267.0,6.143324,"Drama, Horror, Thriller",1
Testament,1983,1500000.0,2044892.0,90.0,6.3,29.0,8.923953,"Action, Drama, Science Fiction",1
Hell's Angels,1930,3950000.0,8000000.0,127.0,6.1,19.0,5.276546,"Action, Drama, History",1
Man Trouble,1992,30.0,4.0,100.0,4.7,11.0,0.83333,"Comedy, Romance",0
Sergeant York,1941,1400000.0,16361885.0,134.0,7.1,47.0,3.336494,"Action, Drama, History, War",1
Wizards,1977,1200000.0,9000000.0,80.0,6.4,42.0,2.914738,"Animation, Fantasy, Science Fiction",1
Appleseed,2004,10000000.0,1461989.0,101.0,6.8,116.0,8.278525,"Animation, Action, Science Fiction",0
Elektra,2005,43000000.0,56681566.0,97.0,4.9,590.0,13.802674,"Action, Fantasy",1
Racing Stripes,2005,30000000.0,93772522.0,102.0,5.1,127.0,4.817052,Comedy,1
Coach Carter,2005,30000000.0,76669806.0,136.0,7.3,510.0,11.093737,Drama,1
A Star Is Born,1976,6000000.0,161000000.0,139.0,5.7,22.0,2.447359,"Drama, Music, Romance",1
Beastmaster 2: Through the Portal of Time,1991,6000000.0,869325.0,107.0,4.6,17.0,4.038283,"Action, Adventure, Fantasy, Science Fiction",0
The Chase,1994,26000000.0,8009329.0,89.0,5.6,89.0,14.362544,"Comedy, Thriller, Action, Crime",0
Downfall,2004,18339750.0,92180910.0,156.0,7.7,1059.0,7.69224,"Drama, History, War",1
Assault on Precinct 13,2005,30000000.0,35294470.0,109.0,6.0,318.0,11.552956,Thriller,1
Are We There Yet?,2005,32000000.0,97918663.0,95.0,5.2,227.0,9.756822,"Adventure, Comedy, Family, Romance",1
Alone in the Dark,2005,20000000.0,10442808.0,96.0,3.1,174.0,5.871243,"Action, Fantasy, Horror, Thriller",0
Hide and Seek,2005,25000000.0,122644820.0,101.0,6.1,455.0,6.102059,"Horror, Mystery, Thriller",1
Boogeyman,2005,20000000.0,67192859.0,89.0,4.6,194.0,9.704289,"Thriller, Horror, Drama, Mystery",1
The Wedding Date,2005,15000000.0,47175038.0,88.0,6.2,238.0,5.615303,"Comedy, Romance",1
Double Dragon,1994,3500000.0,2341309.0,89.0,3.9,65.0,5.190767,"Action, Adventure, Comedy, Science Fiction",0
Howl's Moving Castle,2004,24000000.0,234710455.0,119.0,8.2,2049.0,16.136048,"Fantasy, Animation, Adventure",1
Assisted Living,2005,500.0,41.0,78.0,7.5,1.0,0.261278,"Comedy, Drama",0
Hitch,2005,70000000.0,368100420.0,118.0,6.3,1721.0,13.35076,"Comedy, Drama, Romance",1
Inside Deep Throat,2005,2000000.0,653621.0,92.0,6.8,31.0,3.21768,"History, Documentary",0
Constantine,2005,100000000.0,230884728.0,121.0,6.6,1837.0,9.615691,"Drama, Fantasy, Horror",1
Because of Winn-Dixie,2005,14000000.0,32645546.0,106.0,6.1,63.0,6.067722,"Comedy, Drama, Family",1
Night Watch,2004,4200000.0,32000000.0,114.0,6.3,212.0,8.803869,"Fantasy, Action, Thriller",1
Samson and Delilah,1949,3000000.0,11500000.0,128.0,6.1,32.0,2.528638,"Drama, Romance",1
Kung Fu Hustle,2004,20000000.0,100914445.0,99.0,7.2,841.0,8.636632,"Action, Comedy, Crime, Fantasy",1
Cursed,2005,35000000.0,19294901.0,97.0,5.1,168.0,8.949722,"Horror, Comedy",0
The Pacifier,2005,56000000.0,113006880.0,95.0,5.8,865.0,7.81645,"Action, Comedy, Drama, Family, Thriller",1
Be Cool,2005,53000000.0,95226116.0,118.0,5.4,296.0,13.314233,"Comedy, Crime",1
Hostage,2005,52000000.0,77944725.0,113.0,6.2,519.0,9.686638,"Mystery, Drama, Thriller, Crime",1
Robots,2005,75000000.0,260696994.0,91.0,6.0,1383.0,12.949715,"Animation, Comedy, Family, Science Fiction",1
Bopha!,1993,12000000.0,212483.0,120.0,0.0,0.0,0.074126,Drama,0
Once Upon a Forest,1993,13000000.0,6582052.0,71.0,6.2,24.0,3.14419,"Animation, Family, Adventure",0
The Green Berets,1968,7000000.0,11000000.0,142.0,5.8,34.0,9.391981,"War, Drama",1
Ice Princess,2005,25000000.0,27645491.0,98.0,5.9,189.0,9.313354,"Drama, Comedy, Family",1
Guess Who,2005,35000000.0,68915888.0,105.0,5.5,230.0,6.71898,"Comedy, Romance",1
Woman Thou Art Loosed,2004,3000000.0,6804016.0,94.0,5.0,3.0,0.129004,Drama,1
Walker,1987,5800000.0,257043.0,94.0,6.4,16.0,1.799311,"Drama, History, Western",0
The Ballad of Jack and Rose,2005,1500000.0,712294.0,111.0,6.5,43.0,4.173231,Drama,0
Sin City,2005,40000000.0,158733820.0,124.0,7.2,2755.0,15.010525,"Action, Thriller, Crime",1
Beauty Shop,2005,25000000.0,36351350.0,105.0,5.4,118.0,6.795949,"Comedy, Romance",1
Sahara,2005,130000000.0,119269486.0,124.0,5.7,440.0,8.946243,"Action, Adventure, Comedy, Drama, Mystery",0
Fever Pitch,2005,30000000.0,50451307.0,103.0,5.9,186.0,6.734065,"Comedy, Drama, Romance",1
Rhinestone,1984,28000000.0,21435321.0,111.0,4.9,33.0,5.415639,Comedy,0
Hawaii,1966,15000000.0,34562222.0,189.0,5.8,13.0,3.210693,"Drama, Adventure, Romance",1
Wilson,1944,2995000.0,2000000.0,154.0,5.5,2.0,0.773081,"Romance, Drama, History, Music",0
The Hitchhiker's Guide to the Galaxy,2005,50000000.0,104478416.0,109.0,6.6,1340.0,13.257255,"Adventure, Comedy, Family, Science Fiction",1
The Amityville Horror,2005,19000000.0,108047131.0,90.0,6.0,606.0,13.088552,"Horror, Thriller, Drama",1
Before the Fall,2004,4500000.0,3764219.0,117.0,7.3,74.0,5.69684,Drama,0
The Frisco Kid,1979,9200000.0,9346177.0,114.0,6.0,38.0,7.085212,"Western, Comedy",1
A Lot Like Love,2005,30000000.0,42886719.0,107.0,6.5,329.0,10.596719,Comedy,1
xXx: State of the Union,2005,60000000.0,71073932.0,101.0,4.7,565.0,19.144611,"Action, Adventure, Crime, Drama, Mystery, Thriller",1
Kingdom of Heaven,2005,130000000.0,211643158.0,144.0,6.6,1187.0,16.296471,"Drama, Action, Adventure, History, War",1
House of Wax,2005,40000000.0,68766121.0,113.0,5.5,696.0,7.163099,Horror,1
Crash,2004,6500000.0,98410061.0,112.0,7.2,1172.0,9.785147,Drama,1
San Francisco,1936,1300000.0,5273000.0,115.0,7.0,13.0,0.770164,"Music, Drama, Romance",1
Unleashed,2005,45000000.0,50871113.0,103.0,6.6,531.0,7.90583,"Action, Crime",1
Star Wars: Episode III - Revenge of the Sith,2005,113000000.0,850000000.0,140.0,7.1,4200.0,13.165421,"Science Fiction, Adventure, Action",1
Kicking & Screaming,2005,45000000.0,56070433.0,95.0,5.6,179.0,9.875573,"Romance, Comedy, Family",1
Monster-in-Law,2005,43000000.0,154749918.0,101.0,5.6,413.0,6.328385,"Romance, Comedy",1
9 Songs,2004,1000000.0,1574623.0,66.0,5.1,103.0,18.847707,"Drama, Music, Romance",1
Madagascar,2005,75000000.0,532680671.0,86.0,6.6,3322.0,16.136217,"Family, Animation",1
Airborne,1993,2600000.0,2850263.0,91.0,6.1,20.0,11.600224,"Action, Adventure, Comedy",1
Dominion: Prequel to the Exorcist,2005,30000000.0,251495.0,117.0,4.8,77.0,7.892677,"Horror, Thriller",0
The Longest Yard,2005,82000000.0,190320568.0,113.0,6.2,804.0,7.349843,"Comedy, Drama",1
Most Wanted,1997,25000000.0,11838218.0,99.0,5.8,27.0,10.323838,"Action, Thriller",0
Cinderella Man,2005,88000000.0,108539911.0,144.0,7.3,630.0,6.363884,"Romance, Drama, History",1
The Sisterhood of the Traveling Pants,2005,25000000.0,39053061.0,119.0,6.3,396.0,9.263965,"Drama, Comedy",1
Lords of Dogtown,2005,25000000.0,13411957.0,107.0,7.0,215.0,4.350049,Drama,0
Mr. & Mrs. Smith,2005,110000000.0,478207520.0,120.0,6.5,3048.0,15.724373,"Action, Comedy, Drama, Thriller",1
The Adventures of Sharkboy and Lavagirl,2005,50000000.0,69425966.0,92.0,4.4,278.0,6.477862,"Adventure, Family, Science Fiction",1
It's All Gone Pete Tong,2004,2000000.0,120620.0,90.0,7.1,53.0,2.812182,"Drama, Comedy, Music",0
Quo Vadis,1951,8250000.0,30000000.0,171.0,7.0,64.0,11.840985,"Drama, History, Romance",1
Batman Begins,2005,150000000.0,374218673.0,140.0,7.5,7511.0,28.505341,"Action, Crime, Drama",1
Herbie Fully Loaded,2005,50000000.0,66002004.0,101.0,5.1,559.0,9.35239,"Comedy, Family, Adventure, Fantasy, Romance",1
Land of the Dead,2005,15000000.0,46770602.0,93.0,6.0,395.0,9.478117,Horror,1
Bewitched,2005,85000000.0,131426169.0,102.0,4.8,463.0,9.276085,"Comedy, Fantasy, Romance",1
Somebody Up There Likes Me,1956,1920000.0,3360000.0,113.0,6.8,30.0,2.747776,Drama,1
An Unmarried Woman,1978,2515000.0,24000000.0,124.0,6.1,17.0,1.148295,"Drama, Romance, Comedy",1
War of the Worlds,2005,132000000.0,591739379.0,116.0,6.2,2397.0,19.929377,"Adventure, Thriller, Science Fiction",1
March of the Penguins,2005,8000000.0,127392239.0,80.0,6.9,371.0,9.435123,"Documentary, Family",1
Rebound,2005,45000000.0,16809014.0,103.0,5.2,96.0,4.373457,"Comedy, Family",0
Dark Water,2005,30000000.0,25473093.0,105.0,5.3,275.0,6.53565,"Drama, Horror, Thriller",0
Fantastic Four,2005,100000000.0,330579719.0,106.0,5.5,3040.0,19.382082,"Action, Adventure, Fantasy, Science Fiction",1
Murderball,2005,300000.0,1750211.0,88.0,6.9,23.0,1.687901,Documentary,1
Wedding Crashers,2005,40000000.0,285176741.0,119.0,6.4,1406.0,11.100597,"Comedy, Romance",1
Russian Dolls,2005,13000000.0,23727301.0,129.0,6.8,156.0,6.361343,"Comedy, Drama, Romance",1
Hustle & Flow,2005,8000000.0,23563727.0,116.0,6.9,101.0,7.422267,Drama,1
Hardware,1990,1500000.0,5728953.0,93.0,5.6,88.0,6.026159,"Horror, Science Fiction, Thriller",1
The Island,2005,126000000.0,162949164.0,136.0,6.5,1813.0,11.443647,"Action, Thriller, Science Fiction, Adventure",1
Bad News Bears,2005,30000000.0,34252847.0,113.0,5.7,73.0,4.469459,"Comedy, Family",1
Sky High,2005,35000000.0,86369815.0,100.0,5.8,568.0,8.061423,"Adventure, Comedy, Family",1
Stealth,2005,135000000.0,76932943.0,121.0,4.9,341.0,13.89018,Action,0
Must Love Dogs,2005,30000000.0,58405313.0,98.0,5.8,142.0,9.378926,"Romance, Comedy",1
Serenity,2005,39000000.0,38869464.0,119.0,7.4,1287.0,11.919995,"Science Fiction, Action, Adventure, Thriller",0
Broken Flowers,2005,10000000.0,45742101.0,105.0,6.8,359.0,6.589304,"Comedy, Drama, Mystery, Romance",1
The Heart is Deceitful Above All Things,2004,74050.0,176153.0,98.0,5.7,38.0,2.789574,Drama,1
Man-Thing,2005,7500000.0,143000.0,97.0,4.0,38.0,6.11959,"Action, Horror, Science Fiction",0
The Dukes of Hazzard,2005,50000000.0,110803676.0,104.0,5.1,321.0,9.039467,"Action, Adventure, Comedy",1
Deuce Bigalow: European Gigolo,2005,22000000.0,22400154.0,83.0,4.6,232.0,5.341117,Comedy,1
The Skeleton Key,2005,43000000.0,91974818.0,104.0,6.4,588.0,10.947957,"Drama, Horror, Mystery, Thriller",1
Four Brothers,2005,45000000.0,92374674.0,109.0,6.7,617.0,6.84109,"Action, Crime",1
The Great Raid,2005,80000000.0,10166502.0,132.0,6.8,91.0,14.987902,"Action, History, War",0
The 40 Year Old Virgin,2005,26000000.0,109449237.0,116.0,6.2,2020.0,11.519662,"Comedy, Romance",1
Red Eye,2005,26000000.0,57891803.0,85.0,6.2,471.0,6.336927,"Horror, Thriller",1
Dilwale Dulhania Le Jayenge,1995,13200000.0,100000000.0,190.0,9.1,661.0,34.457024,"Comedy, Drama, Romance",1
Valiant,2005,35000000.0,19478106.0,76.0,5.2,239.0,11.836827,"Animation, Family, Adventure",0
The Brothers Grimm,2005,88000000.0,105316267.0,118.0,5.6,847.0,15.66148,"Adventure, Fantasy, Action, Comedy, Thriller",1
The Cave,2005,30000000.0,15007991.0,97.0,5.2,204.0,8.077253,"Action, Adventure, Horror, Thriller",0
Undiscovered,2005,9000000.0,1046166.0,97.0,4.5,13.0,1.494688,"Comedy, Romance",0
The Constant Gardener,2005,25000000.0,82466670.0,129.0,6.9,428.0,11.556484,"Drama, Mystery, Thriller",1
Transporter 2,2005,32000000.0,85167639.0,87.0,6.2,1076.0,11.359659,"Action, Thriller, Crime",1
Just Like Heaven,2005,58000000.0,102854431.0,95.0,6.5,595.0,8.351773,"Comedy, Fantasy, Romance",1
Proof,2005,20000000.0,7535331.0,100.0,6.2,182.0,7.983902,"Drama, Mystery",0
Lord of War,2005,42000000.0,24127895.0,122.0,7.0,1356.0,8.745216,"Crime, Drama, Thriller",0
Cry_Wolf,2005,1000000.0,10047674.0,90.0,5.6,127.0,9.454335,"Horror, Thriller",1
Everything is Illuminated,2005,7000000.0,2697930.0,106.0,7.4,251.0,7.738924,"Comedy, Drama",0
Doom,2005,60000000.0,55987321.0,105.0,5.0,619.0,11.953553,"Adventure, Action, Horror",0
Domino,2005,50000000.0,22944502.0,127.0,6.0,450.0,6.394143,"Action, Crime",0
Waiting...,2005,3000000.0,18637690.0,94.0,6.2,241.0,5.054419,Comedy,1
Æon Flux,2005,62000000.0,52304001.0,93.0,5.4,717.0,12.201912,"Action, Science Fiction",0
An Unfinished Life,2005,30000000.0,18618284.0,108.0,6.7,165.0,7.761954,Drama,0
The Exorcism of Emily Rose,2005,19000000.0,144216468.0,122.0,6.3,675.0,10.966015,"Crime, Drama, Horror, Thriller",1
Flightplan,2005,55000000.0,223387299.0,98.0,6.1,796.0,12.419851,"Thriller, Drama, Mystery",1
Corpse Bride,2005,40000000.0,117195061.0,77.0,7.2,1957.0,12.920032,"Romance, Fantasy, Animation, Music",1
A History of Violence,2005,32000000.0,60740827.0,96.0,6.9,850.0,11.119707,"Drama, Thriller, Crime",1
Oliver Twist,2005,50000000.0,42093706.0,130.0,6.7,283.0,12.369935,"Crime, Drama, Family",0
The Greatest Game Ever Played,2005,25000000.0,15431177.0,120.0,6.9,112.0,6.969342,"Drama, Family",0
Capote,2005,7000000.0,49084830.0,114.0,6.9,394.0,6.01272,"Crime, Drama",1
Into the Blue,2005,50000000.0,44434439.0,110.0,5.8,466.0,10.022102,"Action, Thriller, Adventure, Crime",0
Mirrormask,2005,4000000.0,866999.0,101.0,6.6,107.0,5.354783,Fantasy,0
The Curse of the Were-Rabbit,2005,30000000.0,192452832.0,85.0,6.8,660.0,11.766244,"Adventure, Animation, Comedy, Family",1
Kiss Kiss Bang Bang,2005,15000000.0,15785148.0,103.0,7.2,900.0,11.76054,"Action, Comedy, Crime, Mystery",1
Goal!: The Dream Begins,2005,30000000.0,27610873.0,118.0,6.6,244.0,9.783762,Drama,0
The Wraith,1986,2700000.0,3500000.0,93.0,5.9,109.0,7.657918,"Romance, Science Fiction, Horror, Action, Crime",1
55 Days at Peking,1963,17000000.0,10000000.0,154.0,6.5,38.0,2.972529,"Action, Drama, History",0
The Squid and the Whale,2005,1500000.0,11098131.0,81.0,6.9,229.0,10.952762,"Comedy, Drama",1
Two for the Money,2005,35000000.0,30526509.0,122.0,5.9,156.0,9.003792,"Comedy, Crime, Drama, Thriller",0
Brokeback Mountain,2005,14000000.0,178043761.0,134.0,7.5,1531.0,11.787044,"Drama, Romance",1
Elizabethtown,2005,57000000.0,52034889.0,123.0,6.1,335.0,11.82081,"Comedy, Drama, Romance",0
North Country,2005,35000000.0,25224242.0,126.0,6.9,127.0,8.781298,Drama,0
"Good Night, and Good Luck.",2005,7000000.0,54600000.0,93.0,6.8,274.0,7.523098,"Drama, History",1
The Proposition,2005,2000000.0,5048693.0,104.0,7.1,221.0,9.387212,"Action, Adventure, Crime, Drama, Thriller, Western",1
The Fog,2005,18000000.0,46201432.0,100.0,3.8,191.0,9.929809,"Horror, Thriller",1
Shopgirl,2005,10284523.0,11588205.0,104.0,5.7,80.0,4.349046,"Comedy, Drama, Romance",1
Stay,2005,50000000.0,8342132.0,99.0,6.5,346.0,6.572049,"Mystery, Thriller, Drama",0
The Legend of Zorro,2005,75000000.0,142400065.0,129.0,5.9,909.0,8.940007,"Action, Adventure",1
The Weather Man,2005,20000000.0,12482775.0,101.0,6.0,292.0,8.345866,"Comedy, Drama",0
Saw II,2005,4000000.0,152925093.0,92.0,6.3,1288.0,15.399863,Horror,1
Empire of the Wolves,2005,24000000.0,11875866.0,128.0,5.5,57.0,9.255441,Action,0
Manderlay,2005,14200000.0,674918.0,139.0,6.9,81.0,4.568999,Drama,0
Damnation Alley,1977,17000000.0,8720000.0,91.0,5.0,27.0,2.217704,"Action, Adventure, Science Fiction",0
Jarhead,2005,72000000.0,96889998.0,125.0,6.6,776.0,9.997032,"Drama, War",1
Chicken Little,2005,150000000.0,314432665.0,81.0,5.6,974.0,18.584609,"Animation, Family, Comedy",1
Joyeux Noël,2005,22000000.0,17709155.0,116.0,7.2,216.0,7.846226,"Romance, Drama, History, War, Music",0
Get Rich or Die Tryin',2005,40000000.0,46442528.0,117.0,6.3,188.0,9.820229,Drama,1
Syriana,2005,50000000.0,94000000.0,128.0,6.3,455.0,5.768575,"Drama, Thriller",1
Derailed,2005,22000000.0,57479076.0,108.0,6.1,322.0,10.600475,"Drama, Thriller",1
Pride & Prejudice,2005,28000000.0,121147947.0,135.0,7.8,1406.0,14.439083,"Drama, Romance",1
Wolf Creek,2005,1000000.0,27762648.0,99.0,6.1,288.0,7.483385,"Horror, Thriller",1
Harry Potter and the Goblet of Fire,2005,150000000.0,895921036.0,157.0,7.5,5758.0,24.903058,"Adventure, Fantasy, Family",1
Walk the Line,2005,28000000.0,186438883.0,136.0,7.3,732.0,11.476443,"Drama, Music, Romance",1
Rent,2005,40000000.0,31670620.0,135.0,6.7,159.0,9.530278,"Drama, Romance",0
Zathura: A Space Adventure,2005,65000000.0,64321501.0,101.0,6.1,808.0,10.695639,"Family, Fantasy, Science Fiction, Adventure",0
Bee Season,2005,14000000.0,6856989.0,104.0,5.2,26.0,2.308846,"Drama, Family",0
"Yours, Mine & Ours",2005,45000000.0,72028752.0,90.0,5.7,233.0,10.238422,"Comedy, Family, Romance",1
Match Point,2005,15000000.0,85306374.0,124.0,7.2,1134.0,9.020372,"Drama, Thriller, Crime, Romance",1
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,180000000.0,748806957.0,143.0,6.7,2709.0,18.13542,"Adventure, Family, Fantasy",1
King Kong,2005,207000000.0,550000000.0,187.0,6.6,2403.0,19.761164,"Adventure, Drama, Action",1
Memoirs of a Geisha,2005,85000000.0,162242962.0,145.0,7.3,670.0,7.680762,"Drama, History, Romance",1
Down,2001,15000000.0,163169.0,111.0,4.1,18.0,1.158196,"Action, Horror, Mystery, Thriller",0
